id,speed
297,33.508537
298,22.327374
299,32.519978
300,25.388205
301,20.621767
302,22.504827
303,43.856068
304,42.01206
305,50.935432
306,49.661903
307,49.70921
308,45.574787
309,28.597345
310,18.803883
311,6.850627
312,41.05628
313,32.07551
314,33.573746
315,49.169273
316,47.167347
317,37.821487
318,29.884815
319,32.959293
320,45.21383
321,45.99141
322,46.384296
323,46.280247
324,46.314648
325,44.930546
326,46.64089
327,41.194374
328,41.322495
329,35.048866
330,35.25425
331,43.73729
332,42.046577
333,34.10102
334,28.871023
335,34.32905
336,47.172413
337,46.764565
338,15.185483
339,21.068436
340,21.465633
341,23.151386
342,43.241302
343,41.9902
344,49.41544
345,48.804543
346,48.579746
347,16.46003
348,38.21849
349,50.013443
350,48.895947
351,48.41881
352,31.372911
353,17.377222
354,24.095657
355,20.272995
356,16.507324
357,21.81775
358,36.290653
359,44.356003
360,42.777977
361,49.78875
362,17.212172
363,23.825867
364,19.631775
365,16.164799
366,12.050411
367,21.828423
368,43.04277
369,49.7093
370,48.487812
371,47.72435
372,47.207645
373,18.707003
374,18.773825
375,10.120016
376,20.08425
377,35.09872
378,36.45945
379,48.711224
380,29.015507
381,17.01169
382,16.767384
383,30.67982
384,48.183083
385,47.835907
386,47.30354
387,44.450474
388,42.261425
389,38.304134
390,36.61441
391,32.303898
392,48.655582
393,49.412693
394,47.642185
395,16.738398
396,18.170122
397,24.673508
398,22.575731
399,16.082083
400,10.177165
401,35.103626
402,36.93117
403,49.285477
404,47.497604
405,45.002758
406,30.796824
407,17.682207
408,19.399933
409,17.767117
410,15.749098
411,8.862024
412,42.03846
413,36.495663
414,41.202667
415,49.457363
416,48.640453
417,48.289257
418,47.732132
419,31.622862
420,17.286234
421,10.664979
422,43.638695
423,39.315624
424,49.626083
425,49.953075
426,50.478012
427,37.51097
428,30.790365
429,43.116196
430,39.374615
431,47.587383
432,47.125923
433,44.92763
434,29.44729
435,34.238472
436,26.198858
437,25.178865
438,46.677715
439,47.661793
440,47.822647
441,42.094807
442,34.680145
443,35.252182
444,31.960728
445,37.076904
446,31.19007
447,33.927418
448,46.109924
449,45.476353
450,44.25953
451,45.52927
452,45.234253
453,44.748768
454,44.46904
455,43.14925
456,42.484444
457,44.27231
458,49.003315
459,49.82072
460,36.76688
461,30.384998
462,30.844471
463,27.917267
464,26.780394
465,39.58826
466,48.44583
467,49.37173
468,49.066643
469,48.172077
470,25.391733
471,30.544538
472,30.467913
473,25.437544
474,18.84676
475,25.362867
476,48.949795
477,47.45658
478,37.391907
479,30.43897
480,27.533413
481,23.65551
482,25.5756
483,48.82578
484,48.179436
485,47.63632
486,32.043705
487,35.24581
488,32.09538
489,18.396154
490,16.89528
491,37.845345
492,43.711067
493,48.979633
494,49.105038
495,48.280582
496,24.60311
497,32.155758
498,43.673946
499,50.149204
500,50.75668
501,51.03298
502,50.531216
503,50.051117
504,35.512566
505,35.922413
506,31.074484
507,29.520006
508,28.014196
509,46.52053
510,46.32015
511,46.66776
512,46.116558
513,45.042133
514,46.123222
515,44.180122
516,44.028553
517,43.12098
518,47.489002
519,47.049366
520,20.801546
521,24.416277
522,21.587332
523,21.04173
524,15.455337
525,48.20714
526,48.254356
527,48.33624
528,47.358707
529,31.114195
530,21.74761
531,25.152613
532,22.057161
533,16.753477
534,15.109552
535,47.0455
536,29.517073
537,17.587103
538,18.648472
539,19.228458
540,14.396902
541,13.411212
542,45.404655
543,43.873753
544,48.59256
545,45.3433
546,15.757687
547,20.933554
548,22.301882
549,21.094889
550,17.951464
551,39.906315
552,41.933163
553,48.154907
554,48.096992
555,44.64319
556,28.057056
557,18.04461
558,22.098001
559,22.187841
560,18.671839
561,18.99089
562,18.979753
563,17.54264
564,14.972317
565,10.922742
566,44.310993
567,37.4075
568,39.29283
569,49.37978
570,48.863544
571,32.069256
572,42.66099
573,46.56069
574,46.444004
575,47.08627
576,46.538395
577,44.541176
578,41.48298
579,43.36945
580,43.984524
581,37.448757
582,48.69831
583,48.883915
584,16.814863
585,19.213614
586,25.913855
587,23.754713
588,19.995771
589,18.276815
590,19.384249
591,18.40735
592,46.60819
593,48.190838
594,48.606632
595,46.900284
596,44.194942
597,25.742311
598,26.900728
599,21.010212
600,14.351733
601,47.66261
602,47.445602
603,44.21619
604,14.519433
605,20.113714
606,37.400642
607,41.542557
608,47.65847
609,48.35918
610,47.32637
611,46.794567
612,42.37251
613,12.347328
614,21.027822
615,14.25974
616,13.9178915
617,15.236904
618,9.458468
619,19.297487
620,40.584244
621,51.548862
622,50.609497
623,49.809128
624,46.554035
625,28.923449
626,19.721924
627,16.524866
628,18.266943
629,12.960877
630,23.136261
631,50.257
632,49.403767
633,48.02318
634,42.40462
635,27.246916
636,25.22647
637,48.446774
638,48.69187
639,48.228054
640,40.80083
641,42.88553
642,41.41467
643,41.692577
644,39.13055
645,39.500904
646,38.92796
647,48.00955
648,48.151703
649,47.080288
650,44.778347
651,17.145237
652,18.434158
653,11.474523
654,22.29373
655,47.242985
656,47.567574
657,46.880356
658,46.08361
659,45.556667
660,43.50792
661,15.049104
662,23.014324
663,17.52438
664,18.369701
665,16.785698
666,15.952023
667,9.881455
668,41.229126
669,37.480885
670,41.865753
671,47.29432
672,44.141342
673,22.888323
674,18.666681
675,35.437454
676,48.40206
677,47.969505
678,46.744427
679,14.769642
680,22.660868
681,19.0206
682,18.880089
683,17.547443
684,43.005947
685,47.790993
686,47.446106
687,47.0013
688,45.13166
689,27.905767
690,14.80331
691,20.969074
692,18.005064
693,17.140339
694,49.496098
695,48.988674
696,38.30245
697,25.59864
698,23.353453
699,18.40589
700,17.83996
701,18.267427
702,40.180347
703,45.806004
704,47.64158
705,47.746143
706,47.325302
707,46.663177
708,43.203514
709,43.032955
710,42.544933
711,42.769146
712,42.04863
713,42.038673
714,38.76949
715,45.882183
716,37.376488
717,45.359917
718,47.43922
719,26.28543
720,13.87011
721,8.636342
722,5.7197995
723,41.008514
724,40.63402
725,47.4364
726,46.342567
727,28.21863
728,15.91484
729,14.74685
730,10.111878
731,42.43817
732,47.471226
733,47.983234
734,41.659798
735,9.803924
736,12.638159
737,10.137894
738,10.531538
739,4.5204873
740,33.132256
741,41.28317
742,48.428116
743,48.773056
744,48.108784
745,29.030476
746,16.469412
747,21.523361
748,21.553616
749,17.776554
750,18.026386
751,15.45646
752,39.463882
753,48.54628
754,48.12569
755,47.249386
756,46.877144
757,13.283629
758,16.140106
759,15.736382
760,16.007576
761,11.266003
762,22.673794
763,44.96689
764,35.923767
765,39.424076
766,49.23642
767,48.732655
768,42.167896
769,21.68005
770,20.441586
771,19.740282
772,32.757126
773,46.470394
774,46.560917
775,46.390167
776,45.982944
777,45.172424
778,40.49789
779,37.928528
780,47.732624
781,47.79371
782,47.65487
783,13.952488
784,16.311573
785,16.96629
786,16.075481
787,16.280373
788,10.304433
789,24.814358
790,47.99405
791,48.115936
792,46.910694
793,47.51182
794,18.420876
795,17.128872
796,13.202358
797,9.350046
798,24.3022
799,46.758183
800,27.887012
801,12.581143
802,16.138966
803,14.864788
804,14.489487
805,10.858696
806,34.798527
807,41.61812
808,48.130062
809,47.543434
810,47.5321
811,47.084373
812,27.635643
813,11.721291
814,19.407715
815,18.616707
816,15.980976
817,42.618362
818,33.497196
819,49.915115
820,48.47616
821,32.482155
822,36.470203
823,28.017181
824,28.2281
825,28.803345
826,49.565052
827,48.819504
828,39.003002
829,35.81441
830,36.940468
831,35.028446
832,45.318478
833,38.11059
834,48.027634
835,47.508194
836,45.612576
837,43.51031
838,38.070297
839,37.365738
840,48.588306
841,48.623035
842,47.7907
843,38.294277
844,27.970003
845,22.767065
846,31.655024
847,39.814743
848,48.603554
849,48.996838
850,48.280304
851,19.926922
852,27.874012
853,25.551647
854,23.204048
855,24.909775
856,21.751959
857,45.19645
858,49.133274
859,48.488064
860,47.696266
861,47.33887
862,17.954857
863,27.007698
864,25.02239
865,22.479544
866,27.674986
867,46.740417
868,42.820297
869,50.8117
870,49.235237
871,26.181427
872,28.555767
873,24.9741
874,50.28967
875,48.848045
876,49.212532
877,48.96767
878,48.168472
879,19.726034
880,13.786403
881,12.282955
882,23.518085
883,46.445415
884,39.192093
885,48.354515
886,49.351868
887,48.58924
888,48.742664
889,49.129395
890,44.738995
891,27.56755
892,29.138489
893,26.908787
894,38.180367
895,48.032856
896,44.98749
897,43.945683
898,45.021828
899,41.556137
900,44.20318
901,48.10951
902,46.957485
903,28.655767
904,14.432799
905,16.97132
906,23.514368
907,20.40962
908,17.82797
909,12.60876
910,36.434032
911,44.115585
912,47.16971
913,47.20236
914,46.719326
915,23.817135
916,23.173111
917,17.291576
918,18.56385
919,12.825395
920,47.86659
921,48.653656
922,47.832855
923,14.062976
924,24.536873
925,21.709644
926,15.703678
927,16.75921
928,11.544067
929,10.229697
930,23.766562
931,38.096466
932,45.38748
933,48.146275
934,14.442897
935,16.97525
936,16.908577
937,15.57308
938,11.68916
939,22.995329
940,44.717747
941,48.27318
942,48.696774
943,47.775414
944,47.227673
945,29.50305
946,15.195935
947,23.385614
948,22.984474
949,16.97232
950,39.2621
951,47.15143
952,48.67712
953,46.844444
954,40.46595
955,22.310966
956,23.401754
957,16.575523
958,40.108383
959,33.97012
960,45.96726
961,48.071976
962,47.724434
963,46.738434
964,45.534344
965,43.757244
966,43.586483
967,43.766747
968,43.065163
969,43.64645
970,38.909073
971,39.061737
972,46.26329
973,13.845207
974,17.44144
975,23.373549
976,18.359356
977,15.346404
978,15.846622
979,12.584777
980,10.228673
981,22.781784
982,46.11091
983,47.970222
984,48.533623
985,47.288345
986,25.076641
987,15.886863
988,13.5141945
989,8.947032
990,34.034214
991,45.054333
992,48.819035
993,47.559116
994,47.280975
995,46.83042
996,28.38968
997,13.98239
998,17.48712
999,23.212893
1000,18.278276
1001,16.774101
1002,17.301445
1003,12.30195
1004,22.096418
1005,43.93091
1006,48.47413
1007,47.343826
1008,45.58372
1009,29.249792
1010,17.898394
1011,19.385666
1012,13.263482
1013,11.971332
1014,43.311558
1015,48.285084
1016,47.90086
1017,27.343252
1018,18.03089
1019,23.93121
1020,16.40195
1021,17.336964
1022,10.530821
1023,38.74243
1024,44.93837
1025,37.407917
1026,47.988228
1027,28.350359
1028,22.441187
1029,20.857994
1030,21.743593
1031,20.85054
1032,19.881544
1033,41.237457
1034,39.34469
1035,45.429657
1036,47.266205
1037,47.700336
1038,43.50111
1039,40.904476
1040,40.436844
1041,39.112244
1042,38.006332
1043,36.068226
1044,44.14712
1045,37.130398
1046,36.96043
1047,47.23206
1048,46.667072
1049,47.1678
1050,28.189703
1051,21.864447
1052,17.226416
1053,9.355109
1054,44.471203
1055,48.098248
1056,48.085735
1057,46.72769
1058,44.89819
1059,13.557542
1060,22.619474
1061,17.803438
1062,9.930964
1063,38.075005
1064,45.718216
1065,40.156162
1066,48.318245
1067,47.02645
1068,47.484474
1069,46.845634
1070,46.25053
1071,43.738808
1072,13.9245825
1073,15.816171
1074,14.641282
1075,20.254692
1076,36.236176
1077,48.29562
1078,44.48287
1079,13.602732
1080,16.766125
1081,16.157423
1082,15.947331
1083,12.308382
1084,46.02409
1085,40.276344
1086,45.42869
1087,47.640667
1088,17.114103
1089,9.860409
1090,33.67145
1091,38.10815
1092,47.957253
1093,47.69057
1094,45.773865
1095,39.35806
1096,25.289135
1097,22.770237
1098,16.817278
1099,16.661133
1100,16.269735
1101,29.2281
1102,39.225002
1103,37.411205
1104,32.079826
1105,32.662334
1106,48.084484
1107,47.841934
1108,44.143414
1109,41.603104
1110,42.54405
1111,40.40695
1112,37.048946
1113,45.354725
1114,43.798603
1115,48.330833
1116,47.753403
1117,47.67222
1118,24.875904
1119,22.672997
1120,35.388416
1121,38.575268
1122,42.00441
1123,49.08626
1124,45.389523
1125,28.666946
1126,28.330528
1127,27.222355
1128,32.249046
1129,40.025524
1130,44.87753
1131,48.355743
1132,47.043713
1133,45.20144
1134,30.786497
1135,18.242182
1136,20.565435
1137,19.416597
1138,20.574808
1139,15.335143
1140,46.70231
1141,42.5324
1142,48.05006
1143,49.06643
1144,47.59904
1145,28.954865
1146,18.830751
1147,18.163866
1148,45.504776
1149,43.466362
1150,14.0895405
1151,22.68728
1152,23.615942
1153,18.683708
1154,18.928946
1155,14.406934
1156,10.95297
1157,22.914265
1158,39.852932
1159,37.452553
1160,47.661644
1161,47.077175
1162,47.695538
1163,47.199245
1164,26.996994
1165,22.79959
1166,23.45314
1167,22.923407
1168,44.72803
1169,46.693737
1170,45.779808
1171,41.918537
1172,37.57707
1173,37.67218
1174,44.788757
1175,47.418304
1176,46.924248
1177,28.744015
1178,14.585441
1179,16.803816
1180,19.727495
1181,20.058249
1182,12.944163
1183,46.616146
1184,45.55977
1185,46.60665
1186,45.907654
1187,45.483383
1188,25.030373
1189,15.786874
1190,14.344234
1191,15.28592
1192,37.611694
1193,45.973534
1194,47.798313
1195,47.511425
1196,46.612446
1197,43.348454
1198,23.61624
1199,41.19768
1200,47.879547
1201,47.020557
1202,40.82825
1203,13.66882
1204,18.73464
1205,13.989646
1206,14.558595
1207,10.738239
1208,17.933039
1209,34.09006
1210,47.0225
1211,45.55284
1212,22.269632
1213,21.146343
1214,20.315344
1215,18.82478
1216,47.037758
1217,47.92573
1218,47.703064
1219,41.281216
1220,24.344944
1221,20.795815
1222,19.566025
1223,19.571028
1224,20.322948
1225,19.9704
1226,17.983608
1227,40.475002
1228,36.041542
1229,36.97285
1230,47.535896
1231,47.658726
1232,38.89648
1233,39.22823
1234,37.121155
1235,48.070366
1236,14.986207
1237,21.916897
1238,18.53172
1239,15.411876
1240,24.366398
1241,45.953392
1242,41.320583
1243,44.986336
1244,49.048782
1245,47.8084
1246,16.794205
1247,23.440567
1248,23.17677
1249,13.217313
1250,44.928093
1251,49.002182
1252,47.407692
1253,47.427364
1254,23.839447
1255,16.690453
1256,17.03223
1257,39.925014
1258,48.144436
1259,47.219975
1260,46.707703
1261,45.137783
1262,28.011429
1263,22.986946
1264,17.188381
1265,17.229221
1266,16.106113
1267,16.145884
1268,21.516195
1269,47.93923
1270,47.890354
1271,48.34896
1272,45.424725
1273,13.047542
1274,14.985173
1275,16.989601
1276,16.454088
1277,12.564694
1278,21.755646
1279,37.668808
1280,43.616543
1281,38.053978
1282,47.440388
1283,48.291103
1284,47.50535
1285,23.838675
1286,25.762684
1287,21.150637
1288,20.281475
1289,20.338665
1290,36.63695
1291,48.53583
1292,48.251698
1293,43.23606
1294,42.9053
1295,41.587105
1296,42.530132
1297,39.28003
1298,45.86623
1299,46.869316
1300,46.120464
1301,44.591297
1302,23.686495
1303,12.97161
1304,23.311934
1305,47.401024
1306,48.04421
1307,47.709133
1308,47.310616
1309,38.07314
1310,29.645227
1311,34.07902
1312,26.105509
1313,27.09775
1314,18.580061
1315,32.91406
1316,39.86595
1317,39.843758
1318,43.45845
1319,47.411697
1320,46.87652
1321,44.75141
1322,15.333913
1323,16.980951
1324,19.346552
1325,24.995312
1326,48.311386
1327,23.784035
1328,19.39936
1329,17.804947
1330,19.176598
1331,13.399476
1332,23.206007
1333,38.528137
1334,37.921524
1335,48.232227
1336,47.31484
1337,45.758106
1338,15.925382
1339,19.3968
1340,19.128878
1341,17.866732
1342,49.209652
1343,48.86944
1344,42.359093
1345,26.840809
1346,24.941656
1347,20.92135
1348,20.538504
1349,42.259502
1350,40.454857
1351,40.417908
1352,39.98728
1353,38.989758
1354,41.193546
1355,38.31029
1356,45.38755
1357,39.503983
1358,47.253708
1359,28.765482
1360,26.723265
1361,24.590614
1362,19.026066
1363,16.877575
1364,18.610748
1365,14.80075
1366,13.017892
1367,38.54672
1368,47.81665
1369,28.51584
1370,24.540419
1371,16.906807
1372,10.486036
1373,38.0332
1374,47.44243
1375,47.27099
1376,47.79331
1377,27.797369
1378,18.956747
1379,42.299484
1380,44.718975
1381,47.007023
1382,17.734068
1383,10.511663
1384,38.3859
1385,43.71032
1386,40.718567
1387,48.00671
1388,48.128727
1389,45.464485
1390,12.698159
1391,14.598867
1392,19.839607
1393,14.334173
1394,16.27538
1395,12.697426
1396,40.728966
1397,49.091743
1398,48.455368
1399,48.511353
1400,26.12222
1401,24.616526
1402,46.357567
1403,46.15644
1404,45.49225
1405,45.009758
1406,44.281456
1407,43.930954
1408,46.272854
1409,44.815994
1410,46.70623
1411,45.164318
1412,46.761383
1413,47.051773
1414,12.334038
1415,25.292616
1416,38.74007
1417,45.928303
1418,45.321365
1419,44.94891
1420,13.933796
1421,18.61262
1422,19.068138
1423,17.60178
1424,16.985134
1425,12.803461
1426,10.99157
1427,23.138554
1428,40.221645
1429,46.33345
1430,46.89785
1431,45.64739
1432,44.975258
1433,42.509552
1434,19.846634
1435,15.870483
1436,16.988628
1437,16.627285
1438,11.360098
1439,21.007057
1440,35.373302
1441,42.87998
1442,46.91538
1443,46.47379
1444,43.731995
1445,24.728722
1446,19.006927
1447,42.548336
1448,46.004936
1449,43.64801
1450,23.87105
1451,13.374279
1452,14.486501
1453,17.791937
1454,9.735731
1455,35.966515
1456,36.96907
1457,48.434612
1458,47.358368
1459,46.073956
1460,20.454844
1461,15.715723
1462,19.546251
1463,38.69741
1464,45.362457
1465,47.161488
1466,47.11647
1467,46.070946
1468,42.60765
1469,43.291634
1470,41.49903
1471,42.138737
1472,46.620056
1473,45.955784
1474,11.208482
1475,15.675874
1476,16.56457
1477,11.591364
1478,38.465607
1479,40.03439
1480,47.700638
1481,47.135418
1482,46.767693
1483,28.208277
1484,23.052105
1485,23.144627
1486,19.10182
1487,15.754542
1488,10.348093
1489,9.129418
1490,20.498312
1491,35.099285
1492,45.56847
1493,44.71497
1494,44.101505
1495,40.934616
1496,18.556381
1497,17.411114
1498,16.46127
1499,9.661895
1500,20.725418
1501,35.574814
1502,44.746098
1503,48.165394
1504,47.073788
1505,44.89192
1506,15.472745
1507,19.261082
1508,21.91554
1509,18.939177
1510,17.664946
1511,12.954644
1512,11.229535
1513,37.646202
1514,44.180496
1515,38.048058
1516,44.7674
1517,20.372744
1518,7.6779623
1519,35.355
1520,35.812935
1521,47.3293
1522,45.962593
1523,25.768951
1524,23.672485
1525,20.218204
1526,20.024569
1527,19.063086
1528,40.552464
1529,33.47251
1530,45.010593
1531,47.0715
1532,39.053272
1533,40.07588
1534,43.99918
1535,43.724007
1536,37.235497
1537,48.27091
1538,48.06893
1539,48.356823
1540,47.74125
1541,45.341984
1542,31.118572
1543,27.473167
1544,29.01239
1545,29.605984
1546,29.498573
1547,39.354523
1548,47.61407
1549,48.08168
1550,46.87472
1551,44.550407
1552,26.979185
1553,20.083042
1554,18.39223
1555,16.732859
1556,10.95037
1557,23.04684
1558,36.290623
1559,48.17593
1560,48.7508
1561,47.313374
1562,46.980724
1563,11.399451
1564,18.285572
1565,11.3150425
1566,11.011996
1567,23.004623
1568,43.53527
1569,47.461163
1570,21.839123
1571,21.8628
1572,18.218554
1573,17.491571
1574,11.986835
1575,23.393663
1576,43.536278
1577,41.626644
1578,46.74742
1579,46.93578
1580,45.636295
1581,43.829723
1582,26.355072
1583,16.942848
1584,13.200855
1585,9.839979
1586,36.96203
1587,42.85007
1588,34.70106
1589,37.367783
1590,47.071976
1591,47.305855
1592,46.96077
1593,39.26257
1594,24.293962
1595,19.550112
1596,14.979351
1597,31.436617
1598,40.39152
1599,34.504654
1600,43.931835
1601,44.16014
1602,43.818886
1603,43.191513
1604,39.144993
1605,36.79033
1606,38.294857
1607,36.07451
1608,33.672585
1609,47.12018
1610,47.409676
1611,46.891827
1612,45.785812
1613,17.729973
1614,18.67074
1615,18.684446
1616,17.795027
1617,34.90208
1618,40.549305
1619,47.358364
1620,47.865906
1621,46.751118
1622,47.305473
1623,46.325912
1624,44.687313
1625,27.929682
1626,15.822138
1627,22.977262
1628,22.84038
1629,17.631884
1630,12.262135
1631,47.084225
1632,47.486534
1633,46.367687
1634,46.966373
1635,45.78329
1636,43.765434
1637,13.71706
1638,22.701725
1639,21.76603
1640,17.19691
1641,11.9448805
1642,23.327486
1643,37.818184
1644,41.544285
1645,46.56884
1646,46.920654
1647,45.662098
1648,19.429615
1649,14.358159
1650,16.52613
1651,16.1681
1652,11.356895
1653,23.76605
1654,39.167305
1655,37.621864
1656,46.613644
1657,45.177357
1658,15.834012
1659,20.407808
1660,20.526361
1661,16.767603
1662,18.019491
1663,17.973967
1664,17.584705
1665,37.35518
1666,44.75703
1667,39.01617
1668,23.586134
1669,19.564514
1670,19.654545
1671,17.284933
1672,38.401394
1673,33.78873
1674,33.542225
1675,46.426254
1676,47.19992
1677,46.865257
1678,36.240776
1679,43.450665
1680,45.76858
1681,46.80587
1682,48.197426
1683,47.507507
1684,40.39745
1685,31.64075
1686,34.12587
1687,27.53195
1688,28.802776
1689,29.924393
1690,23.234264
1691,30.789026
1692,43.61437
1693,38.928677
1694,46.98332
1695,46.416008
1696,44.441742
1697,12.042964
1698,21.37744
1699,21.494852
1700,45.072746
1701,45.76881
1702,29.597631
1703,11.4893055
1704,13.831712
1705,19.029005
1706,20.36944
1707,12.236945
1708,22.687551
1709,40.29634
1710,43.15873
1711,48.03894
1712,47.421436
1713,44.131844
1714,21.114944
1715,18.964842
1716,20.069307
1717,16.381147
1718,45.019257
1719,43.81894
1720,46.854065
1721,45.93644
1722,43.78641
1723,28.062412
1724,16.234928
1725,17.780079
1726,39.65637
1727,44.207996
1728,46.917355
1729,40.15048
1730,18.937685
1731,15.784247
1732,43.223736
1733,47.627556
1734,47.4956
1735,47.181637
1736,44.927155
1737,41.327286
1738,41.433765
1739,43.315952
1740,43.73501
1741,43.639385
1742,38.921665
1743,43.82086
1744,36.37825
1745,42.40842
1746,9.779513
1747,14.8921385
1748,22.089027
1749,37.147503
1750,37.505085
1751,47.314487
1752,48.19805
1753,17.31153
1754,22.864805
1755,20.844244
1756,20.607779
1757,39.61041
1758,47.644527
1759,47.138996
1760,47.684784
1761,46.93867
1762,44.662262
1763,14.818593
1764,15.743137
1765,17.850334
1766,23.199097
1767,48.93518
1768,48.09068
1769,47.683178
1770,24.197613
1771,22.033445
1772,17.338211
1773,46.476215
1774,45.690754
1775,46.00085
1776,45.235867
1777,44.633343
1778,10.202523
1779,17.044428
1780,18.445179
1781,17.31685
1782,22.941313
1783,39.168976
1784,44.4364
1785,45.32331
1786,41.47897
1787,28.449936
1788,24.291914
1789,24.8231
1790,23.7474
1791,28.013874
1792,26.331299
1793,20.11725
1794,41.640587
1795,40.289776
1796,35.61014
1797,44.28928
1798,44.777645
1799,45.30341
1800,42.20345
1801,42.139816
1802,45.050007
1803,38.743793
1804,41.49752
1805,43.01628
1806,36.904625
1807,37.942898
1808,39.72103
1809,44.821915
1810,45.510998
1811,44.63326
1812,45.16103
1813,40.253258
1814,15.859051
1815,22.124006
1816,25.352865
1817,19.27374
1818,24.794157
1819,40.57114
1820,43.03523
1821,48.24781
1822,47.602272
1823,15.841022
1824,17.676182
1825,23.185266
1826,20.400976
1827,23.022242
1828,24.277395
1829,43.261684
1830,37.402775
1831,48.256718
1832,46.589878
1833,43.56342
1834,29.837986
1835,15.877449
1836,21.467361
1837,20.93608
1838,18.224588
1839,17.500498
1840,22.359644
1841,36.137478
1842,38.591354
1843,44.184967
1844,19.066483
1845,16.703226
1846,18.497854
1847,10.587629
1848,36.827972
1849,48.344006
1850,47.818314
1851,45.692177
1852,21.234255
1853,22.094225
1854,20.722551
1855,20.905302
1856,19.838547
1857,38.389057
1858,33.389122
1859,49.286926
1860,48.410946
1861,26.28601
1862,28.106651
1863,24.529194
1864,23.219984
1865,47.304085
1866,47.441105
1867,46.529312
1868,44.170467
1869,42.641666
1870,38.573875
1871,38.756954
